"name";"ecu_type";"stage";"car";"notes";"file_size";"file_name"
"Opel Astra-G 2.0d Turbodiesel  74.3KW Bosch 0281010050 09181243 VT1M3050";;"Stage1";"Opel Astra-G 2.0d";"This is a an Stage1 file for Opel Astra-G 2.0d";"262144";"11942"
"Opel Astra-G 2.0d Turbodiesel  74.3KW Bosch 0281010050 09181243 VT1M3050";;"Original";"Opel Astra-G 2.0d";"This is a an Original file for Opel Astra-G 2.0d";"262144";"11943"
"Opel Astra-H 1.9 CDTI 2005 Turbo-Diesel  110.3KW Bosch 0281011668 VTOMS110 390511";;"Stage1";"Opel Astra-H 1.9";"This is a an Stage1 file for Opel Astra-H 1.9";"1048576";"12046"
"Opel Astra-H 1.9 CDTI 2005 Turbo-Diesel  110.3KW Bosch 0281011668 VTOMS110 390511";;"Original";"Opel Astra-H 1.9";"This is a an Original file for Opel Astra-H 1.9";"1048576";"12047"
"Opel Astra H 1.9 CDTi 2006 Turbo-Diesel  110.3KW Bosch 0281011668 VTOMS110 390511";;"Stage1";"Opel Astra H";"This is a an Stage1 file for Opel Astra H";"262144";"12102"
"Opel Astra H 1.9 CDTi 2006 Turbo-Diesel  110.3KW Bosch 0281011668 VTOMS110 390511";;"Original";"Opel Astra H";"This is a an Original file for Opel Astra H";"262144";"12103"
"Seat Leon 1.8 20VT Cupra R 2002 Turbo-Benzin  132.4KW Bosch 0261206439 8N0906018BR 366379";;"Stage1";"Seat Leon 1.8";"This is a an Stage1 file for Seat Leon 1.8";"1048576";"14827"
"Seat Leon 1.8 20VT Cupra R 2002 Turbo-Benzin  132.4KW Bosch 0261206439 8N0906018BR 366379";;"Original";"Seat Leon 1.8";"This is a an Original file for Seat Leon 1.8";"1048576";"14828"
"Opel Omega-B 2.0d 2000 Turbo-Diesel  74.3KW Bosch 0281001875 09173207.01 VV1MS080 S";;"Stage2";"Opel Omega-B 2.0d";"This is a an Stage2 file for Opel Omega-B 2.0d";"262144";"12346"
"Opel Omega-B 2.0d 2000 Turbo-Diesel  74.3KW Bosch 0281001875 09173207.01 VV1MS080 S";;"Stage1";"Opel Omega-B 2.0d";"This is a an Stage1 file for Opel Omega-B 2.0d";"262144";"12347"
"Opel Omega-B 2.0d 2000 Turbo-Diesel  74.3KW Bosch 0281001875 09173207.01 VV1MS080 S";;"Original";"Opel Omega-B 2.0d";"This is a an Original file for Opel Omega-B 2.0d";"262144";"12348"
"Opel Omega-B 2.0d 2000 Turbodiesel  74.3KW Bosch 0281001875 09173207 VV1MS060 S";;"Stage1";"Opel Omega-B 2.0d";"This is a an Stage1 file for Opel Omega-B 2.0d";"262144";"12349"
"Opel Omega-B 2.0d 2000 Turbodiesel  74.3KW Bosch 0281001875 09173207 VV1MS060 S";;"Original";"Opel Omega-B 2.0d";"This is a an Original file for Opel Omega-B 2.0d";"262144";"12350"
"Opel Omega-B 2.0d 2000 Turbodiesel  74.3KW Bosch 0281001876 Bosch VV1MW080 S";;"Stage1";"Opel Omega-B 2.0d";"This is a an Stage1 file for Opel Omega-B 2.0d";"262144";"12351"
"Opel Omega-B 2.0d 2000 Turbodiesel  74.3KW Bosch 0281001876 Bosch VV1MW080 S";;"Original";"Opel Omega-B 2.0d";"This is a an Original file for Opel Omega-B 2.0d";"262144";"12352"
"Opel Omega-B 2.0 DTI 2.0 Turbodiesel  74.3KW Bosch 0281001875 09173207 VV1MS080 S";;"Stage1";"Opel Omega-B 2.0";"This is a an Stage1 file for Opel Omega-B 2.0";"262144";"12366"
"Opel Omega-B 2.0 DTI 2.0 Turbodiesel  74.3KW Bosch 0281001875 09173207 VV1MS080 S";;"Original";"Opel Omega-B 2.0";"This is a an Original file for Opel Omega-B 2.0";"262144";"12367"
"Opel Omega-B 2.0 DTI 2.0 Turbodiesel  74.3KW Bosch 0281001876 09173207 VV1MS080 S";;"Stage1";"Opel Omega-B 2.0";"This is a an Stage1 file for Opel Omega-B 2.0";"262144";"12368"
"Opel Omega-B 2.0 DTI 2.0 Turbodiesel  74.3KW Bosch 0281001876 09173207 VV1MS080 S";;"Original";"Opel Omega-B 2.0";"This is a an Original file for Opel Omega-B 2.0";"262144";"12369"
"Opel Omega-B 2.0 DTI 2.0 Turbodiesel  74.3KW Bosch 0281001876 09173207 VV1MS080 S";;"Stage2";"Opel Omega-B 2.0";"This is a an Stage2 file for Opel Omega-B 2.0";"262144";"12370"
"MB E 350 CDI  169.9KW Bosch CR6EU5-642-49D1-Ch4 nNW-207CA-170kW-EU5OP-006 V2 1 ME08 508964";;"Original";"MB E 350";"This is a an Original file for MB E 350";"2097152";"10964"
"MB E COUPE 350 CDI 2011  169.9KW Bosch CR6EU5-642-49D1-Ch4 nNW-207CA-170kW-EU5OP-006 V2 1 ME08 508964";;"Original";"MB E COUPE";"This is a an Original file for MB E COUPE";"2097152";"10975"
"MB S 320CDI 2005 Turbodiesel  164.8KW Bosch CR5-642-75V2-221WA-173KW4x4-BS24EBAQ-064 386259";;"Stage3";"MB S 320CDI";"This is a an Stage3 file for MB S 320CDI";"2097152";"11361"
"MB S 320CDI 2005 Turbodiesel  164.8KW Bosch CR5-642-75V2-221WA-173KW4x4-BS24EBAQ-064 386259";;"Original";"MB S 320CDI";"This is a an Original file for MB S 320CDI";"2097152";"11362"
"MB S 320CDI 2005 Turbodiesel  164.8KW Bosch CR5-642-75V2-221WA-173KW4x4-BS24EBAQ-064 386259";;"Stage2";"MB S 320CDI";"This is a an Stage2 file for MB S 320CDI";"2097152";"11363"
"MB S 320CDI 2005 Turbodiesel  164.8KW Bosch CR5-642-75V2-221WA-173KW4x4-BS24EBAQ-064 386259";;"Stage1";"MB S 320CDI";"This is a an Stage1 file for MB S 320CDI";"2097152";"11364"
"Opel Antara 2.0 CDTi 2008 Turbo-Diesel  110.3KW Bosch DAM466V4M2 96950947 P465 V66";;"Original";"Opel Antara 2.0";"This is a an Original file for Opel Antara 2.0";"262144";"11817"
"Opel Antara 2.0 CDTi 2008 Turbo-Diesel  110.3KW Bosch DAM466V4M2 96950947 P465 V66";;"Stage1";"Opel Antara 2.0";"This is a an Stage1 file for Opel Antara 2.0";"262144";"11818"
"Scania R124 PDE 2003 Turbodiesel  308.9KW Bosch 0281001372 P045V44 - 1421814 355978-979";;"Original";"Scania R124 PDE";"This is a an Original file for Scania R124 PDE";"262144";"14485"
"Scania R124 PDE 2003 Turbodiesel  308.9KW Bosch 0281001372 P045V44 - 1421814 355978-979";;"Stage1";"Scania R124 PDE";"This is a an Stage1 file for Scania R124 PDE";"262144";"14486"
"Volvo S40 2.0 L 2001 Turbo-Benzin  147.1KW Siemens  V4001A4000000";;"Original";"Volvo S40 2.0";"This is a an Original file for Volvo S40 2.0";"262144";"15758"
"Volvo V40 1.9 CDI 2002 Turbo-Diesel  75KW Bosch 0281010440 353185";;"Stage1";"Volvo V40 1.9";"This is a an Stage1 file for Volvo V40 1.9";"524288";"15956"
"Volvo V40 1.9 CDI 2002 Turbo-Diesel  75KW Bosch 0281010440 353185";;"Stage2";"Volvo V40 1.9";"This is a an Stage2 file for Volvo V40 1.9";"524288";"15957"
"Volvo V40 1.9 CDI 2002 Turbo-Diesel  75KW Bosch 0281010440 353185";;"Original";"Volvo V40 1.9";"This is a an Original file for Volvo V40 1.9";"524288";"15958"
"Volvo V40 1.9 CDI 2002 Turbo-Diesel  75KW Bosch 0281010440 362003";;"Stage1";"Volvo V40 1.9";"This is a an Stage1 file for Volvo V40 1.9";"524288";"15959"
"Volvo V40 1.9 CDI 2002 Turbo-Diesel  75KW Bosch 0281010440 362003";;"Original";"Volvo V40 1.9";"This is a an Original file for Volvo V40 1.9";"524288";"15960"
"Volvo V40 1.9 TDI 2000 Turbodiesel  69.9KW Bosch 0281001906 Bosch 350368 369";;"Original";"Volvo V40 1.9";"This is a an Original file for Volvo V40 1.9";"262144";"15961"
"Volvo V40 1.9 TDI 2000 Turbodiesel  69.9KW Bosch 0281001906 Bosch 350368 369";;"Stage1";"Volvo V40 1.9";"This is a an Stage1 file for Volvo V40 1.9";"262144";"15962"
"Volvo V40 1.9 TDI 2002 Turbodiesel  84.6KW Bosch 0281010441 Bosch 353344";;"Stage1";"Volvo V40 1.9";"This is a an Stage1 file for Volvo V40 1.9";"524288";"15963"
"Alfa 166 3.0 V6 Benzin  176.5KW Bosch 0261206662 Bosch 356556";;"Stage1";"Alfa 166 3.0";"This is a an Stage1 file for Alfa 166 3.0";"524288";"150"
"Alfa GTA 3.2 V6 2005 Benzin  183.9KW Bosch 0261207609 Bosch 363702";;"Stage2";"Alfa GTA 3.2";"This is a an Stage2 file for Alfa GTA 3.2";"524288";"171"
"Alfa GTA 3.2 V6 2005 Benzin  183.9KW Bosch 0261207609 Bosch 363702";;"Stage1";"Alfa GTA 3.2";"This is a an Stage1 file for Alfa GTA 3.2";"524288";"172"
"Alfa GTA 3.2 V6 2005 Benzin  183.9KW Bosch 0261207609 Bosch 363702";;"Stage3";"Alfa GTA 3.2";"This is a an Stage3 file for Alfa GTA 3.2";"524288";"173"
"Alfa GTA 3.2 V6 2005 Benzin  183.9KW Bosch 0261207609 Bosch 363702";;"Original";"Alfa GTA 3.2";"This is a an Original file for Alfa GTA 3.2";"524288";"174"
"Alfa GT 3.2 V6 2004 Benzin  183.9KW Bosch 0261208571 Bosch 368772";;"Original";"Alfa GT 3.2";"This is a an Original file for Alfa GT 3.2";"524288";"190"
"Alfa GT 3.2 V6 2004 Benzin  183.9KW Bosch 0261208571 Bosch 368772";;"Stage2";"Alfa GT 3.2";"This is a an Stage2 file for Alfa GT 3.2";"524288";"191"
"Alfa GT 3.2 V6 2004 Benzin  183.9KW Bosch 0261208571 Bosch 368772";;"Stage1";"Alfa GT 3.2";"This is a an Stage1 file for Alfa GT 3.2";"524288";"192"
"Audi A3 3.2 V6 2004 Benzin  183.9KW Bosch 0261208088 022906032CB 369383";;"Stage1";"Audi A3 3.2";"This is a an Stage1 file for Audi A3 3.2";"1048576";"737"
"Audi A3 3.2 V6 2004 Benzin  183.9KW Bosch 0261208088 022906032CB 369383";;"Original";"Audi A3 3.2";"This is a an Original file for Audi A3 3.2";"1048576";"738"
"Audi A3 3.2 V6 2004 Benzin  183.9KW Bosch 0261208792 022906032GH 372163";;"Stage1";"Audi A3 3.2";"This is a an Stage1 file for Audi A3 3.2";"1048576";"739"
"Audi A3 3.2 V6 2004 Benzin  183.9KW Bosch 0261208792 022906032GH 372163";;"Stage2";"Audi A3 3.2";"This is a an Stage2 file for Audi A3 3.2";"1048576";"740"
"Audi A3 3.2 V6 2004 Benzin  183.9KW Bosch 0261208792 022906032GH 372163";;"Original";"Audi A3 3.2";"This is a an Original file for Audi A3 3.2";"1048576";"741"
"Audi A4 4.2 V8 2006 Benzin  253KW Bosch 0261207994 8E0907560  366491";;"Stage1";"Audi A4 4.2";"This is a an Stage1 file for Audi A4 4.2";"1048576";"1771"
"Audi A4 4.2 V8 2006 Benzin  253KW Bosch 0261207994 8E0907560  366491";;"Original";"Audi A4 4.2";"This is a an Original file for Audi A4 4.2";"1048576";"1772"
"Audi A4 4.2 V8 2006 Benzin  253KW Bosch 0261208684 8E0907560  370519";;"Original";"Audi A4 4.2";"This is a an Original file for Audi A4 4.2";"1048576";"1773"
"Audi A4 4.2 V8 2006 Benzin  253KW Bosch 0261208684 8E0907560  370519";;"Stage1";"Audi A4 4.2";"This is a an Stage1 file for Audi A4 4.2";"1048576";"1774"
"Audi A4 4.2 V8 2006 Benzin  253KW Bosch 0261208852 8E2907560  380111";;"Original";"Audi A4 4.2";"This is a an Original file for Audi A4 4.2";"1048576";"1775"
"Audi A4 4.2 V8 2006 Benzin  253KW Bosch 0261208852 8E2907560  380111";;"Stage1";"Audi A4 4.2";"This is a an Stage1 file for Audi A4 4.2";"1048576";"1776"
"Audi A6 4.2l V8 2002 Benzin  239.8KW Bosch 0261206842 4D0907558R 354729";;"Original";"Audi A6 4.2l";"This is a an Original file for Audi A6 4.2l";"1048576";"3111"
"Audi A6 4.2L V8 40V 2001 Benzin  250.1KW Bosch 0261206016 4D0907558A 359573";;"Original";"Audi A6 4.2L";"This is a an Original file for Audi A6 4.2L";"524288";"3112"
"Audi A6 4.2L V8 40V 2001 Benzin  250.1KW Bosch 0261206016 4D0907558A 359573";;"Stage1";"Audi A6 4.2L";"This is a an Stage1 file for Audi A6 4.2L";"524288";"3113"
"Audi A6 4.2L V8 40V 2001 Benzin  250.1KW Bosch 0261206016 4D0907558A 359573";;"Stage2";"Audi A6 4.2L";"This is a an Stage2 file for Audi A6 4.2L";"524288";"3114"
"Audi A6 4.2L V8 40V 2002 Benzin  220.6KW Bosch 0261207630 4D0907558AD 362912";;"Stage1";"Audi A6 4.2L";"This is a an Stage1 file for Audi A6 4.2L";"1048576";"3115"
"Audi A6 4.2L V8 40V 2002 Benzin  220.6KW Bosch 0261207630 4D0907558AD 362912";;"Original";"Audi A6 4.2L";"This is a an Original file for Audi A6 4.2L";"1048576";"3116"
"Audi A6 4.2L V8 40V 2002 Benzin  220.6KW Bosch 0261207630 4D0907558AD 362912";;"Stage2";"Audi A6 4.2L";"This is a an Stage2 file for Audi A6 4.2L";"1048576";"3117"
"Audi A6 4.2L V8 2004 Benzin  220.6KW Bosch 0261207630 4D0907558AD 993339";;"Stage1";"Audi A6 4.2L";"This is a an Stage1 file for Audi A6 4.2L";"1048576";"3118"
"Audi A6 4.2L V8 2004 Benzin  220.6KW Bosch 0261207630 4D0907558AD 993339";;"Original";"Audi A6 4.2L";"This is a an Original file for Audi A6 4.2L";"1048576";"3119"
"Audi A6 4.2 V8 2001 Benzin  250.1KW Bosch 0261206373 4D0907559D 352378";;"Original";"Audi A6 4.2";"This is a an Original file for Audi A6 4.2";"1048576";"3130"
"Audi A6 4.2 V8 2001 Benzin  250.1KW Bosch 0261206373 4D0907559D 352378";;"Stage1";"Audi A6 4.2";"This is a an Stage1 file for Audi A6 4.2";"1048576";"3131"
"Audi A6 4.2 V8 2002 Benzin  220.6KW Bosch 0261206845 4D0907559A 360274";;"Original";"Audi A6 4.2";"This is a an Original file for Audi A6 4.2";"1048576";"3132"
"Audi A6 4.2 V8 2002 Benzin  220.6KW Bosch 0261206845 4D0907559A 360274";;"Stage1";"Audi A6 4.2";"This is a an Stage1 file for Audi A6 4.2";"1048576";"3133"
"Audi A6 4.2 V8 2004 Benzin  250.1KW Bosch 0261206016 4D0907558A 359573";;"Original";"Audi A6 4.2";"This is a an Original file for Audi A6 4.2";"524288";"3134"
"Audi A6 4.2 V8 2004 Benzin  250.1KW Bosch 0261206016 4D0907558A 359573";;"Stage1";"Audi A6 4.2";"This is a an Stage1 file for Audi A6 4.2";"524288";"3135"
"Audi A8 3.3 V8 TDI 2002 Turbodiesel  164.8KW Bosch 0281001867 4D0907409A 351347";;"Original";"Audi A8 3.3";"This is a an Original file for Audi A8 3.3";"524288";"3233"
"Audi A8 3.3 V8 TDI 2002 Turbodiesel  164.8KW Bosch 0281001867 4D0907409A 351347";;"Stage1";"Audi A8 3.3";"This is a an Stage1 file for Audi A8 3.3";"524288";"3234"
"Audi A8 3.3 V8 TDI 2002 Turbodiesel  164.8KW Bosch 0281001867 4D0907409A 351497";;"Original";"Audi A8 3.3";"This is a an Original file for Audi A8 3.3";"524288";"3235"
"Audi A8 3.3 V8 TDI 2002 Turbodiesel  164.8KW Bosch 0281001867 4D0907409A 351497";;"Stage1";"Audi A8 3.3";"This is a an Stage1 file for Audi A8 3.3";"524288";"3236"
"Iveco Dally 3.0 CRD 2006 Turbo-Diesel  KW Bosch 0281012193 V04023043 378086";;"Original";"Iveco Dally 3.0";"This is a an Original file for Iveco Dally 3.0";"327680";"8810"
"Iveco Dally 3.0 CRD 2006 Turbo-Diesel  KW Bosch 0281012193 V04023043 378086";;"Stage1";"Iveco Dally 3.0";"This is a an Stage1 file for Iveco Dally 3.0";"327680";"8811"
"VW Golf4 2.3i 1998 Benzin  110.3KW Bosch 0261204753 071906018  V07 350041";;"Original";"VW Golf4 2.3i";"This is a an Original file for VW Golf4 2.3i";"262144";"16918"
"VW Golf4 2.3i 1998 Benzin  110.3KW Bosch 0261204753 071906018  V07 350041";;"Stage1";"VW Golf4 2.3i";"This is a an Stage1 file for VW Golf4 2.3i";"262144";"16919"
"MB CLK 220 CDI 2007 Turbo-Diesel  110.3KW Bosch CR30-646-C6D5-203WA-110kW-EU4OP-ME-1407x052 389322";;"Stage1";"MB CLK 220";"This is a an Stage1 file for MB CLK 220";"1048576";"10031"
"MB CLK 220 CDI 2007 Turbo-Diesel  110.3KW Bosch CR30-646-C6D5-203WA-110kW-EU4OP-ME-1407x052 389322";;"Original";"MB CLK 220";"This is a an Original file for MB CLK 220";"1048576";"10032"
"MB C 200CDI 2005 Turbodiesel  110.3KW Bosch CR30-646-12E1-211WA-110kW-EU4O-ME-1305x017 375680";;"Stage1";"MB C 200CDI";"This is a an Stage1 file for MB C 200CDI";"1048576";"10142"
"MB C 200CDI 2005 Turbodiesel  110.3KW Bosch CR30-646-12E1-211WA-110kW-EU4O-ME-1305x017 375680";;"Original";"MB C 200CDI";"This is a an Original file for MB C 200CDI";"1048576";"10143"
"MB C 200 CDI 2003 Turbo-Diesel  89.7KW Bosch CR30-646-C5D4-203WA-90kW-EU4OP-ME-4803x012 369843";;"Stage1";"MB C 200";"This is a an Stage1 file for MB C 200";"1048576";"10164"
"MB C 200 CDI 2003 Turbo-Diesel  89.7KW Bosch CR30-646-C5D4-203WA-90kW-EU4OP-ME-4803x012 369843";;"Original";"MB C 200";"This is a an Original file for MB C 200";"1048576";"10165"
"MB C 200 CDI 2004 Turbodiesel  75KW Bosch 0281011739 CR30-646-C5D4-203WA-75kW-EU4OP-ME-4803x012 369842";;"Stage1";"MB C 200";"This is a an Stage1 file for MB C 200";"1048576";"10171"
"MB C 200 CDI 2004 Turbodiesel  75KW Bosch 0281011739 CR30-646-C5D4-203WA-75kW-EU4OP-ME-4803x012 369842";;"Original";"MB C 200";"This is a an Original file for MB C 200";"1048576";"10172"
"MB B 180 CDI 2007 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A3-169WC-080kW-EU4DPF-020 DPF 001 ME 3406x000 378285";;"Original";"MB B 180";"This is a an Original file for MB B 180";"2097152";"9810"
"MB B 180 CDI 2007 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A3-169WC-080kW-EU4DPF-020 DPF 001 ME 3406x000 378285";;"Stage1";"MB B 180";"This is a an Stage1 file for MB B 180";"2097152";"9811"
"Ford Mondeo 2.0 TDCi 2003 Turbo-Diesel  95.6KW Visteon 2S71-12A532-CB-PWG ";;"Original";"Ford Mondeo 2.0";"This is a an Original file for Ford Mondeo 2.0";"262144";"8304"
"Ford Mondeo 2.0 TDCi 2003 Turbo-Diesel  95.6KW Visteon 2S71-12A532-CB-PWG ";;"Stage1";"Ford Mondeo 2.0";"This is a an Stage1 file for Ford Mondeo 2.0";"262144";"8305"
"BMW E81-E87 2.0d 2009 Turbo-Diesel 100KW Bosch O 73RWIB222A 399762";;"Original";"BMW E81-E87 2.0d";"This is a an Original file for BMW E81-E87 2.0d";"2097152";"6250"
"BMW E81-E87 2.0d 2009 Turbo-Diesel 100KW Bosch O 73RWIB222A 399762";;"Stage1";"BMW E81-E87 2.0d";"This is a an Stage1 file for BMW E81-E87 2.0d";"2097152";"6251"
"BMW E81-E87 2.0d 2009 Turbo-Diesel  100KW Bosch O 73RWIB221A 399762";;"Original";"BMW E81-E87 2.0d";"This is a an Original file for BMW E81-E87 2.0d";"2097152";"6255"
"BMW E81-E87 2.0d 2010 Turbo-Diesel  150KW Bosch 0281016071 O 71RWID211A 399764";;"Stage1";"BMW E81-E87 2.0d";"This is a an Stage1 file for BMW E81-E87 2.0d";"1540096";"6276"
"BMW E81-E87 2.0d 2010 Turbo-Diesel  150KW Bosch 0281016071 O 71RWID211A 399764";;"Original";"BMW E81-E87 2.0d";"This is a an Original file for BMW E81-E87 2.0d";"1540096";"6277"
"BMW E90-E91- E92-E93 2.0d 2007 Turbo-Diesel  105.2KW Bosch O 73RWIB222A 399762";;"Original";"BMW E90-E91- E92-E93";"This is a an Original file for BMW E90-E91- E92-E93";"2097152";"6453"
"Renault Twingo 1.5 DCI 2007 Turbo-Diesel  55.2KW Delphi ";;"Original";"Renault Twingo 1.5";"This is a an Original file for Renault Twingo 1.5";"131072";"14068"
"Renault Twingo 1.5 DCI 2007 Turbo-Diesel  55.2KW Delphi ";;"Stage1";"Renault Twingo 1.5";"This is a an Stage1 file for Renault Twingo 1.5";"131072";"14069"
"Renault Twingo RS 1.6i 16V 2004 Benzin  97.8KW  ";;"Stage2";"Renault Twingo RS";"This is a an Stage2 file for Renault Twingo RS";"524288";"14070"
"Renault Twingo RS 1.6i 16V 2004 Benzin  97.8KW  ";;"Original";"Renault Twingo RS";"This is a an Original file for Renault Twingo RS";"524288";"14071"
"Renault Twingo RS 1.6i 16V 2004 Benzin  97.8KW  ";;"Original";"Renault Twingo RS";"This is a an Original file for Renault Twingo RS";"524288";"14072"
"Renault Twingo RS 1.6i 16V 2004 Benzin  97.8KW  ";;"Stage1";"Renault Twingo RS";"This is a an Stage1 file for Renault Twingo RS";"524288";"14073"
"Renault Twingo RS 1.6i 16V 2004 Benzin  97.8KW  ";;"Stage1";"Renault Twingo RS";"This is a an Stage1 file for Renault Twingo RS";"524288";"14074"
"BMW E36 328i 1996 Benzin  142KW Bosch 5WK 90322  0060041010000";;"Stage2";"BMW E36 328i";"This is a an Stage2 file for BMW E36 328i";"262144";"4611"
"BMW E36 328i 1996 Benzin  142KW Bosch 5WK 90322  0060041010000";;"Original";"BMW E36 328i";"This is a an Original file for BMW E36 328i";"262144";"4612"
"BMW E36 328i 1996 Benzin  142KW Bosch 5WK 90322  0060041010000";;"Stage1";"BMW E36 328i";"This is a an Stage1 file for BMW E36 328i";"262144";"4613"
"BMW E36 328i 1996 Benzin  142KW Bosch 5WK 9032 D13 0060059010000";;"Original";"BMW E36 328i";"This is a an Original file for BMW E36 328i";"262144";"4614"
"BMW E36 328i 1996 Benzin  142KW Bosch 5WK 9032 D13 0060059010000";;"Stage1";"BMW E36 328i";"This is a an Stage1 file for BMW E36 328i";"262144";"4615"
"BMW E36 328i 1996 Benzin  142KW Siemens 5WK 9032 D13 0060059010000";;"Original";"BMW E36 328i";"This is a an Original file for BMW E36 328i";"262144";"4618"
"MB A180 2.0 CDI 2005 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A2-169WM-080kW-EU4DPF-019 DPF 000 ME 2707x000 391292";;"Stage1";"MB A180 2.0";"This is a an Stage1 file for MB A180 2.0";"262144";"9571"
"MB A180 2.0 CDI 2005 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A2-169WM-080kW-EU4DPF-019 DPF 000 ME 2707x000 391292";;"Stage2";"MB A180 2.0";"This is a an Stage2 file for MB A180 2.0";"262144";"9572"
"MB A 160 2003 Turbodiesel  103KW Bosch CRAx-640-C5A2-169WM-060kW-EU4DPF-012 DPF 002 ME 5106x000 389341";;"Stage1";"MB A 160";"This is a an Stage1 file for MB A 160";"253952";"9751"
"MB A 160 2003 Turbodiesel  103KW Bosch CRAx-640-C5A2-169WM-060kW-EU4DPF-012 DPF 002 ME 5106x000 389341";;"Stage1";"MB A 160";"This is a an Stage1 file for MB A 160";"253952";"9752"
"MB A 160 2003 Turbodiesel  103KW Bosch CRAx-640-C5A2-169WM-060kW-EU4DPF-012 DPF 002 ME 5106x000 389341";;"Original";"MB A 160";"This is a an Original file for MB A 160";"253952";"9753"
"MB A 160 CDI 2007 Turbo-Diesel  60.3KW Bosch CRAx-640-C5A2-169WM-060kW-EU4DPF-011 DPF 002 ME 1606x000 382210";;"Original";"MB A 160";"This is a an Original file for MB A 160";"262144";"9758"
"MB A 160 CDI 2007 Turbo-Diesel  60.3KW Bosch CRAx-640-C5A2-169WM-060kW-EU4DPF-011 DPF 002 ME 1606x000 382210";;"Stage1";"MB A 160";"This is a an Stage1 file for MB A 160";"262144";"9759"
"MB A 180CDI 2002 Turbodiesel  80.2KW Bosch CRAx-640-C5A1-169WM-080kW-EU4DPF-025 DPF 000 ME 2305 002 377535";;"Stage1";"MB A 180CDI";"This is a an Stage1 file for MB A 180CDI";"253952";"9777"
"MB A 180CDI 2002 Turbodiesel  80.2KW Bosch CRAx-640-C5A1-169WM-080kW-EU4DPF-025 DPF 000 ME 2305 002 377535";;"Original";"MB A 180CDI";"This is a an Original file for MB A 180CDI";"253952";"9778"
"MB B 180 CDI 2006 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A4-169WM-080kW-EU4DPF-030 DPF 014 ME 0507x000 392610";;"Stage1";"MB B 180";"This is a an Stage1 file for MB B 180";"262144";"9804"
"MB B 180 CDI 2006 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A4-169WM-080kW-EU4DPF-030 DPF 014 ME 0507x000 392610";;"Original";"MB B 180";"This is a an Original file for MB B 180";"262144";"9805"
"MB B 180 CDI 2008 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A2-169WM-080kW-EU4DPF-010 DPF 003 ME 0206x000 378297";;"Original";"MB B 180";"This is a an Original file for MB B 180";"262144";"9812"
"MB B 180 CDI 2008 Turbo-Diesel  80.2KW Bosch CRAx-640-C5A2-169WM-080kW-EU4DPF-010 DPF 003 ME 0206x000 378297";;"Stage1";"MB B 180";"This is a an Stage1 file for MB B 180";"262144";"9813"
"MB B 200 CDI 2005 Turbo-Diesel  103KW Bosch CRAx-640-C5A1-169WM-103kW-EU4DPF-025 DPF 000 ME 2305 002 377536";;"Original";"MB B 200";"This is a an Original file for MB B 200";"262144";"9816"
